CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chrX	80457442	SH3BGRL	WGS	1	SH3BGRL	WGS	chrX_80456442_80458442	1	0.0305	0.4175
chrX	82763269	POU3F4	WGS	1	POU3F4	WGS	chrX_82762269_82764269	0.99775	0	0.535
chrX	83116154	CYLC1	WGS	1	CYLC1	WGS	chrX_83115154_83117154	1	0.226	0.28
chrX	83442915	RPS6KA6	WGS	-1	RPS6KA6	WGS	chrX_83441915_83443915	0.99775	0.066	0.596
chrX	83757461	HDX	WGS	-1	HDX	WGS	chrX_83756461_83758461	1	0	0.4515
chrX	84258832	APOOL	WGS	1	APOOL	WGS	chrX_84257832_84259832	0.887375	0.415	0.465
chrX	84364054	SATL1	WGS	-1	SATL1	WGS	chrX_84363054_84365054	0.872125	0.3155	0.4915
chrX	84499038	ZNF711	WGS	1	ZNF711	WGS	chrX_84498038_84500038	0.99775	0.0615	0.533
chrX	84634748	POF1B	WGS	-1	POF1B	WGS	chrX_84633748_84635748	1	0.0205	0.414
chrX	85302566	CHM	WGS	-1	CHM	WGS	chrX_85301566_85303566	1	0	0.429
chrX	85403625	DACH2	WGS	1	DACH2	WGS	chrX_85402625_85404625	1	0	0.562
chrX	86772817	KLHL4	WGS	1	KLHL4	WGS	chrX_86771817_86773817	1	0	0.398
chrX	88002226	CPXCR1	WGS	1	CPXCR1	WGS	chrX_88001226_88003226	0.941875	0.3805	0.4485
chrX	89176955	TGIF2LX	WGS	1	TGIF2LX	WGS	chrX_89175955_89177955	0.631042	0.1725	0.4645
chrX	90689823	PABPC5	WGS	1	PABPC5	WGS	chrX_90688823_90690823	0.994292	0.061	0.482
chrX	91089659	PCDH11X	WGS	1	PCDH11X	WGS	chrX_91088659_91090659	0.672	0.225	0.3125
chrX	92928567	NAP1L3	WGS	-1	NAP1L3	WGS	chrX_92927567_92929567	0.9995	0.226	0.4855
chrX	92929012	FAM133A	WGS	1	FAM133A	WGS	chrX_92928012_92930012	0.9995	0.159	0.451
chrX	95939711	DIAPH2	WGS	1	DIAPH2	WGS	chrX_95938711_95940711	1	0.0705	0.5525
chrX	96138907	RPA4	WGS	1	RPA4	WGS	chrX_96137907_96139907	0.919917	0.2555	0.441
chrX	99665271	PCDH19	WGS	-1	PCDH19	WGS	chrX_99664271_99666271	0.992917	0.069	0.6115
chrX	99839799	TNMD	WGS	1	TNMD	WGS	chrX_99838799_99840799	0.990833	0.3425	0.3675
chrX	99891803	TSPAN6	WGS	-1	TSPAN6	WGS	chrX_99890803_99892803	1	0.0265	0.4785
chrX	99899215	SRPX2	WGS	1	SRPX2	WGS	chrX_99898215_99900215	0.974625	0.1385	0.449
chrX	99986522	SYTL4	WGS	-1	SYTL4	WGS	chrX_99985522_99987522	1	0.027	0.5435
chrX	100075390	CSTF2	WGS	1	CSTF2	WGS	chrX_100074390_100076390	0.977625	0.0665	0.4825
chrX	100129334	NOX1	WGS	-1	NOX1	WGS	chrX_100128334_100130334	1	0.4715	0.37
chrX	100183898	XKRX	WGS	-1	XKRX	WGS	chrX_100182898_100184898	1	0	0.529
chrX	100224700	ARL13A	WGS	1	ARL13A	WGS	chrX_100223700_100225700	0.978042	0.4385	0.401
chrX	100307072	TRMT2B	WGS	-1	TRMT2B	WGS	chrX_100306072_100308072	0.912417	0.1455	0.5055
chrX	100333709	TMEM35	WGS	1	TMEM35	WGS	chrX_100332709_100334709	1	0.1245	0.479
chrX	100355426	CENPI	WGS	1	CENPI	WGS	chrX_100354426_100356426	0.907	0.5615	0.4135
chrX	100474775	DRP2	WGS	1	DRP2	WGS	chrX_100473775_100475775	0.99275	0.157	0.493
chrX	100548045	TAF7L	WGS	-1	TAF7L	WGS	chrX_100547045_100549045	0.809458	0.5435	0.4595
chrX	100604184	TIMM8A	WGS	-1	TIMM8A	WGS	chrX_100603184_100605184	0.99075	0.017	0.5035
chrX	100641183	BTK	WGS	-1	BTK	WGS	chrX_100640183_100642183	1	0.063	0.4935
chrX	100645812	RPL36A	WGS	1	RPL36A	WGS	chrX_100644812_100646812	0.952375	0.2085	0.4805
chrX	100646000	RPL36A-HNRNPH2	WGS	1	RPL36A-HNRNPH2	WGS	chrX_100645000_100647000	0.952375	0.131	0.4835
chrX	100662913	GLA	WGS	-1	GLA	WGS	chrX_100661913_100663913	1	0.0855	0.5
chrX	100663283	HNRNPH2	WGS	1	HNRNPH2	WGS	chrX_100662283_100664283	1	0.084	0.489
chrX	100743031	ARMCX4	WGS	1	ARMCX4	WGS	chrX_100742031_100744031	1	0	0.492
chrX	100805514	ARMCX1	WGS	1	ARMCX1	WGS	chrX_100804514_100806514	0.992417	0.1965	0.4855
chrX	100872991	ARMCX6	WGS	-1	ARMCX6	WGS	chrX_100871991_100873991	1	0.019	0.472
chrX	100877787	ARMCX3	WGS	1	ARMCX3	WGS	chrX_100876787_100878787	1	0.0345	0.47
chrX	100914829	ARMCX2	WGS	-1	ARMCX2	WGS	chrX_100913829_100915829	1	0.1265	0.4985
chrX	101112549	NXF5	WGS	-1	NXF5	WGS	chrX_101111549_101113549	0.88925	0.3655	0.346
chrX	101186737	ZMAT1	WGS	-1	ZMAT1	WGS	chrX_101185737_101187737	0.925833	0.194	0.5285
chrX	101380660	TCEAL2	WGS	1	TCEAL2	WGS	chrX_101379660_101381660	0.842625	0.356	0.5895
chrX	101397477	TCEAL6	WGS	-1	TCEAL6	WGS	chrX_101396477_101398477	0.849875	0.3045	0.5755
chrX	101410762	BEX5	WGS	-1	BEX5	WGS	chrX_101409762_101411762	0.959042	0.062	0.505
chrX	101470280	NXF2	WGS	1	NXF2	WGS	chrX_101469280_101471280	0.5	0.203	0.472
chrX	101470280	TCP11X1	WGS	1	TCP11X1	WGS	chrX_101469280_101471280	0.5	0.203	0.472
chrX	101726732	NXF2B	WGS	-1	NXF2B	WGS	chrX_101725732_101727732	0.5	0.203	0.472
chrX	101726732	TCP11X2	WGS	-1	TCP11X2	WGS	chrX_101725732_101727732	0.5	0.203	0.472
chrX	101771712	TMSB15A	WGS	-1	TMSB15A	WGS	chrX_101770712_101772712	0.97775	0.0185	0.5405
chrX	101854448	ARMCX5	WGS	1	ARMCX5	WGS	chrX_101853448_101855448	0.982833	0.242	0.482
chrX	101906329	GPRASP1	WGS	1	GPRASP1	WGS	chrX_101905329_101907329	0.917917	0	0.631
chrX	101967257	GPRASP2	WGS	1	GPRASP2	WGS	chrX_101966257_101968257	0.925417	0.029	0.637
chrX	102001022	BHLHB9	WGS	1	BHLHB9	WGS	chrX_102000022_102002022	0.973917	0	0.597
chrX	102192200	RAB40AL	WGS	1	RAB40AL	WGS	chrX_102191200_102193200	0.786667	0.199	0.471
chrX	102319168	BEX1	WGS	-1	BEX1	WGS	chrX_102318168_102320168	0.991917	0.011	0.527
chrX	102348053	NXF3	WGS	-1	NXF3	WGS	chrX_102347053_102349053	0.947875	0.306	0.4375
chrX	102470020	BEX4	WGS	1	BEX4	WGS	chrX_102469020_102471020	0.878625	0.32	0.5875
chrX	102510131	TCEAL8	WGS	-1	TCEAL8	WGS	chrX_102509131_102511131	1	0.107	0.477
chrX	102531800	TCEAL5	WGS	-1	TCEAL5	WGS	chrX_102530800_102532800	0.985417	0.0355	0.49
chrX	102565883	BEX2	WGS	-1	BEX2	WGS	chrX_102564883_102566883	0.99575	0.152	0.541
chrX	102585124	TCEAL7	WGS	1	TCEAL7	WGS	chrX_102584124_102586124	1	0.1085	0.4635
chrX	102611373	WBP5	WGS	1	WBP5	WGS	chrX_102610373_102612373	0.965417	0.2295	0.491
chrX	102631323	NGFRAP1	WGS	1	NGFRAP1	WGS	chrX_102630323_102632323	0.862667	0.2035	0.586
chrX	102757803	RAB40A	WGS	-1	RAB40A	WGS	chrX_102756803_102758803	0.972167	0.0615	0.427
chrX	102840461	TCEAL4	WGS	1	TCEAL4	WGS	chrX_102839461_102841461	0.986042	0.2475	0.5115
chrX	102862379	TCEAL3	WGS	1	TCEAL3	WGS	chrX_102861379_102863379	0.978375	0.6165	0.4905
chrX	102883902	TCEAL1	WGS	1	TCEAL1	WGS	chrX_102882902_102884902	0.99875	0.0595	0.505
chrX	102941149	MORF4L2	WGS	-1	MORF4L2	WGS	chrX_102940149_102942149	1	0.411	0.4035
chrX	102983552	GLRA4	WGS	-1	GLRA4	WGS	chrX_102982552_102984552	1	0.0725	0.5585
chrX	102965837	TMEM31	WGS	1	TMEM31	WGS	chrX_102964837_102966837	0.870833	0.155	0.4835
chrX	103031439	PLP1	WGS	1	PLP1	WGS	chrX_103030439_103032439	1	0.019	0.4695
chrX	103087158	RAB9B	WGS	-1	RAB9B	WGS	chrX_103086158_103088158	1	0.097	0.553
chrX	103217242	TMSB15B	WGS	1	TMSB15B	WGS	chrX_103216242_103218242	0.916792	0	0.538
chrX	103268259	H2BFWT	WGS	-1	H2BFWT	WGS	chrX_103267259_103269259	0.9965	0.0665	0.5055
chrX	103294516	H2BFM	WGS	1	H2BFM	WGS	chrX_103293516_103295516	0.964917	0.221	0.492
chrX	103401708	SLC25A53	WGS	-1	SLC25A53	WGS	chrX_103400708_103402708	0.994167	0.23	0.453
chrX	103357202	ZCCHC18	WGS	1	ZCCHC18	WGS	chrX_103356202_103358202	0.97125	0.206	0.576
chrX	103411301	FAM199X	WGS	1	FAM199X	WGS	chrX_103410301_103412301	1	0.3315	0.579
chrX	103499614	ESX1	WGS	-1	ESX1	WGS	chrX_103498614_103500614	1	0.12	0.5795
chrX	103810996	IL1RAPL2	WGS	1	IL1RAPL2	WGS	chrX_103809996_103811996	1	0	0.578
chrX	104465358	TEX13A	WGS	-1	TEX13A	WGS	chrX_104464358_104466358	0.986	0.2705	0.5155
chrX	105066536	NRK	WGS	1	NRK	WGS	chrX_105065536_105067536	1	0.042	0.5855
chrX	105281385	SERPINA7	WGS	-1	SERPINA7	WGS	chrX_105280385_105282385	1	0.1735	0.3995
chrX	105412298	MUM1L1	WGS	1	MUM1L1	WGS	chrX_105411298_105413298	1	0.0865	0.349
chrX	105855202	CXorf57	WGS	1	CXorf57	WGS	chrX_105854202_105856202	1	0.0815	0.4625
chrX	105969894	RNF128	WGS	1	RNF128	WGS	chrX_105968894_105970894	1	0.0935	0.531
chrX	106045910	TBC1D8B	WGS	1	TBC1D8B	WGS	chrX_106044910_106046910	1	0.0785	0.477
chrX	106243474	MORC4	WGS	-1	MORC4	WGS	chrX_106242474_106244474	0.996667	0.3225	0.553
chrX	106146547	RIPPLY1	WGS	-1	RIPPLY1	WGS	chrX_106145547_106147547	1	0.1845	0.5135
chrX	106143394	CLDN2	WGS	1	CLDN2	WGS	chrX_106142394_106144394	1	0.119	0.487
chrX	106362034	RBM41	WGS	-1	RBM41	WGS	chrX_106361034_106363034	1	0.3355	0.4455
chrX	106449663	NUP62CL	WGS	-1	NUP62CL	WGS	chrX_106448663_106450663	1	0	0.5025
chrX	106449862	PIH1D3	WGS	1	PIH1D3	WGS	chrX_106448862_106450862	1	0	0.506
chrX	106765680	FRMPD3	WGS	1	FRMPD3	WGS	chrX_106764680_106766680	1	0.13	0.4985
chrX	106871737	PRPS1	WGS	1	PRPS1	WGS	chrX_106870737_106872737	0.987167	0.027	0.491
chrX	107019017	TSC22D3	WGS	-1	TSC22D3	WGS	chrX_107018017_107020017	1	0.074	0.6185
chrX	107020963	NCBP2L	WGS	1	NCBP2L	WGS	chrX_107019963_107021963	1	0.1	0.4385
chrX	107069109	MID2	WGS	1	MID2	WGS	chrX_107068109_107070109	1	0.061	0.6045
chrX	107225600	TEX13B	WGS	-1	TEX13B	WGS	chrX_107224600_107226600	0.884042	0.154	0.554
chrX	107288200	VSIG1	WGS	1	VSIG1	WGS	chrX_107287200_107289200	1	0.0215	0.379
chrX	107334848	PSMD10	WGS	-1	PSMD10	WGS	chrX_107333848_107335848	0.99125	0.179	0.5115
chrX	107334898	ATG4A	WGS	1	ATG4A	WGS	chrX_107333898_107335898	0.99125	0.204	0.507
chrX	107682702	COL4A6	WGS	-1	COL4A6	WGS	chrX_107681702_107683702	1	0	0.433
chrX	107683112	COL4A5	WGS	1	COL4A5	WGS	chrX_107682112_107684112	1	0	0.431
chrX	107975917	RP6-24A23.6	WGS	-1	RP6-24A23.6	WGS	chrX_107974917_107976917	1	0	0.441
chrX	107979651	IRS4	WGS	-1	IRS4	WGS	chrX_107978651_107980651	1	0	0.6345
chrX	108725301	GUCY2F	WGS	-1	GUCY2F	WGS	chrX_108724301_108726301	0.968792	0.2215	0.399
chrX	108779010	NXT2	WGS	1	NXT2	WGS	chrX_108778010_108780010	0.986875	0.4665	0.4255
chrX	108868393	KCNE1L	WGS	-1	KCNE1L	WGS	chrX_108867393_108869393	1	0.0415	0.612
chrX	108976621	ACSL4	WGS	-1	ACSL4	WGS	chrX_108975621_108977621	0.99975	0.0595	0.5505
chrX	109246323	TMEM164	WGS	1	TMEM164	WGS	chrX_109245323_109247323	0.99975	0.1505	0.6695
chrX	109561467	AMMECR1	WGS	-1	AMMECR1	WGS	chrX_109560467_109562467	1	0.041	0.5725
chrX	109590201	GNG5P2	WGS	-1	GNG5P2	WGS	chrX_109589201_109591201	0.93825	0.3805	0.363
chrX	109662285	RGAG1	WGS	1	RGAG1	WGS	chrX_109661285_109663285	1	0.3705	0.462
chrX	110039039	CHRDL1	WGS	-1	CHRDL1	WGS	chrX_110038039_110040039	1	0.0125	0.5585
chrX	110366305	PAK3	WGS	1	PAK3	WGS	chrX_110365305_110367305	0.925333	0.103	0.4
chrX	110513751	CAPN6	WGS	-1	CAPN6	WGS	chrX_110512751_110514751	0.995917	0.043	0.466
chrX	110654374	DCX	WGS	-1	DCX	WGS	chrX_110653374_110655374	1	0	0.4575
chrX	110924435	ALG13	WGS	1	ALG13	WGS	chrX_110923435_110925435	0.945208	0.305	0.5485
chrX	111326004	TRPC5	WGS	-1	TRPC5	WGS	chrX_111325004_111327004	0.968708	0.126	0.5905
chrX	111697727	ZCCHC16	WGS	1	ZCCHC16	WGS	chrX_111696727_111698727	0.95725	0.2685	0.4325
chrX	111923282	LHFPL1	WGS	-1	LHFPL1	WGS	chrX_111922282_111924282	0.990792	0.0745	0.4375
chrX	112066354	AMOT	WGS	-1	AMOT	WGS	chrX_112065354_112067354	1	0	0.464
chrX	113818551	HTR2C	WGS	1	HTR2C	WGS	chrX_113817551_113819551	0.991875	0.0485	0.5865
chrX	114253536	IL13RA2	WGS	-1	IL13RA2	WGS	chrX_114252536_114254536	0.976792	0.277	0.3925
chrX	114468635	LRCH2	WGS	-1	LRCH2	WGS	chrX_114467635_114469635	1	0.058	0.497
chrX	114423963	RBMXL3	WGS	1	RBMXL3	WGS	chrX_114422963_114424963	0.924958	0.344	0.5365
chrX	114524319	LUZP4	WGS	1	LUZP4	WGS	chrX_114523319_114525319	0.954292	0.204	0.502
chrX	114827819	PLS3	WGS	1	PLS3	WGS	chrX_114826819_114828819	1	0.121	0.351
chrX	114953669	RP1-241P17.4	WGS	-1	RP1-241P17.4	WGS	chrX_114952669_114954669	0.634875	0.4685	0.431
chrX	115301975	AGTR2	WGS	1	AGTR2	WGS	chrX_115300975_115302975	1	0.0965	0.3225
chrX	115567790	SLC6A14	WGS	1	SLC6A14	WGS	chrX_115566790_115568790	1	0	0.4495
chrX	115594164	CT83	WGS	-1	CT83	WGS	chrX_115593164_115595164	0.970667	0.2475	0.413
chrX	117119243	KLHL13	WGS	-1	KLHL13	WGS	chrX_117118243_117120243	1	0.1605	0.317
chrX	117480072	WDR44	WGS	1	WDR44	WGS	chrX_117479072_117481072	1	0	0.5535
chrX	117629872	DOCK11	WGS	1	DOCK11	WGS	chrX_117628872_117630872	0.98475	0.1585	0.6785
chrX	117861535	IL13RA1	WGS	1	IL13RA1	WGS	chrX_117860535_117862535	0.99975	0.241	0.6045
chrX	117957753	ZCCHC12	WGS	1	ZCCHC12	WGS	chrX_117956753_117958753	0.921875	0.164	0.555
chrX	118108713	LONRF3	WGS	1	LONRF3	WGS	chrX_118107713_118109713	1	0	0.6475
chrX	118284542	KIAA1210	WGS	-1	KIAA1210	WGS	chrX_118283542_118285542	1	0	0.5135
chrX	118370216	PGRMC1	WGS	1	PGRMC1	WGS	chrX_118369216_118371216	1	0.018	0.6265
chrX	118533023	SLC25A43	WGS	1	SLC25A43	WGS	chrX_118532023_118534023	1	0.273	0.557
chrX	118602363	SLC25A5	WGS	1	SLC25A5	WGS	chrX_118601363_118603363	0.989667	0.175	0.5975
chrX	118699397	CXorf56	WGS	-1	CXorf56	WGS	chrX_118698397_118700397	0.958333	0.554	0.41
chrX	118708501	UBE2A	WGS	1	UBE2A	WGS	chrX_118707501_118709501	1	0.0385	0.5855
chrX	118739846	NKRF	WGS	-1	NKRF	WGS	chrX_118738846_118740846	1	0.133	0.5825
chrX	118827333	SEPT6	WGS	-1	SEPT6	WGS	chrX_118826333_118828333	1	0.0295	0.664
chrX	118892576	SOWAHD	WGS	1	SOWAHD	WGS	chrX_118891576_118893576	1	0.016	0.6765
chrX	118925606	RPL39	WGS	-1	RPL39	WGS	chrX_118924606_118926606	0.933417	0.148	0.5375
chrX	118986961	UPF3B	WGS	-1	UPF3B	WGS	chrX_118985961_118987961	0.995667	0.1075	0.4795
chrX	119005791	RNF113A	WGS	-1	RNF113A	WGS	chrX_119004791_119006791	0.862125	0.277	0.5705
chrX	119005450	NDUFA1	WGS	1	NDUFA1	WGS	chrX_119004450_119006450	0.9315	0.111	0.5565
chrX	119029800	AKAP14	WGS	1	AKAP14	WGS	chrX_119028800_119030800	0.833333	0.5655	0.5
chrX	119077735	NKAP	WGS	-1	NKAP	WGS	chrX_119076735_119078735	0.945375	0.3385	0.525
chrX	119211707	RHOXF2B	WGS	-1	RHOXF2B	WGS	chrX_119210707_119212707	0.519792	0.2415	0.567
chrX	119249847	RHOXF1	WGS	-1	RHOXF1	WGS	chrX_119248847_119250847	0.99975	0.343	0.533
chrX	119292467	RHOXF2	WGS	1	RHOXF2	WGS	chrX_119291467_119293467	0.514708	0.2375	0.565
chrX	119384607	ZBTB33	WGS	1	ZBTB33	WGS	chrX_119383607_119385607	1	0.1755	0.51
chrX	119445288	TMEM255A	WGS	-1	TMEM255A	WGS	chrX_119444288_119446288	0.992417	0.2265	0.558
chrX	119495967	ATP1B4	WGS	1	ATP1B4	WGS	chrX_119494967_119496967	1	0.0865	0.464
chrX	119603220	LAMP2	WGS	-1	LAMP2	WGS	chrX_119602220_119604220	0.707125	0.4405	0.4975
chrX	119709649	CUL4B	WGS	-1	CUL4B	WGS	chrX_119708649_119710649	1	0.3725	0.409
chrX	119738176	MCTS1	WGS	1	MCTS1	WGS	chrX_119737176_119739176	0.998667	0.1675	0.45
chrX	119764005	C1GALT1C1	WGS	-1	C1GALT1C1	WGS	chrX_119763005_119765005	0.915708	0.3575	0.5035
chrX	120009779	CT47B1	WGS	-1	CT47B1	WGS	chrX_120008779_120010779	0.347708	0.2555	0.5675
chrX	120066151	CT47A12	negativeControl	-1	CT47A12	WGS	chrX_120065151_120067151	0	0.219	0.5735
chrX	120071012	CT47A11	negativeControl	-1	CT47A11	WGS	chrX_120070012_120072012	0.004375	0.219	0.574
chrX	120075873	CT47A10	negativeControl	-1	CT47A10	WGS	chrX_120074873_120076873	0.004375	0.219	0.574
chrX	120080733	CT47A9	negativeControl	-1	CT47A9	WGS	chrX_120079733_120081733	0.004375	0.219	0.574
chrX	120085594	CT47A8	negativeControl	-1	CT47A8	WGS	chrX_120084594_120086594	0.004375	0.219	0.574
chrX	120090454	CT47A7	negativeControl	-1	CT47A7	WGS	chrX_120089454_120091454	0.111208	0.215	0.5695
chrX	120100198	CT47A5	negativeControl	-1	CT47A5	WGS	chrX_120099198_120101198	0	0.219	0.5735
chrX	120095337	CT47A6	negativeControl	-1	CT47A6	WGS	chrX_120094337_120096337	0.0175	0.218	0.573
chrX	120105058	CT47A4	negativeControl	-1	CT47A4	WGS	chrX_120104058_120106058	0	0.219	0.5735
chrX	120109918	CT47A3	negativeControl	-1	CT47A3	WGS	chrX_120108918_120110918	0	0.219	0.5735
chrX	120119638	CT47A1	negativeControl	-1	CT47A1	WGS	chrX_120118638_120120638	0	0.219	0.5735
chrX	120114778	CT47A2	negativeControl	-1	CT47A2	WGS	chrX_120113778_120115778	0	0.219	0.5735
chrX	120181462	GLUD2	WGS	1	GLUD2	WGS	chrX_120180462_120182462	0.887917	0.079	0.508
chrX	122318096	GRIA3	WGS	1	GRIA3	WGS	chrX_122317096_122319096	0.991167	0.084	0.5685
chrX	122866904	THOC2	WGS	-1	THOC2	WGS	chrX_122865904_122867904	0.753708	0.3155	0.583
chrX	122993877	XIAP	WGS	1	XIAP	WGS	chrX_122992877_122994877	1	0.1355	0.5265
chrX	123094369	STAG2	WGS	1	STAG2	WGS	chrX_123093369_123095369	0.987542	0.0365	0.599
chrX	123480194	SH2D1A	WGS	1	SH2D1A	WGS	chrX_123479194_123481194	1	0	0.468
chrX	124097666	TENM1	WGS	-1	TENM1	WGS	chrX_124096666_124098666	0.99325	0.0705	0.369
chrX	125300080	DCAF12L2	WGS	-1	DCAF12L2	WGS	chrX_125299080_125301080	0.96225	0.04	0.6425
chrX	125686834	DCAF12L1	WGS	-1	DCAF12L1	WGS	chrX_125685834_125687834	0.96775	0.045	0.6075
chrX	125953747	CXorf64	WGS	1	CXorf64	WGS	chrX_125952747_125954747	1	0.129	0.4
chrX	127186382	ACTRT1	WGS	-1	ACTRT1	WGS	chrX_127185382_127187382	0.99875	0.4125	0.4135
chrX	128657477	SMARCA1	WGS	-1	SMARCA1	WGS	chrX_128656477_128658477	0.997875	0.154	0.574
chrX	128674252	OCRL	WGS	1	OCRL	WGS	chrX_128673252_128675252	1	0.397	0.5245
chrX	128788933	APLN	WGS	-1	APLN	WGS	chrX_128787933_128789933	1	0.073	0.647
chrX	128872998	XPNPEP2	WGS	1	XPNPEP2	WGS	chrX_128871998_128873998	1	0.3165	0.538
chrX	128913960	SASH3	WGS	1	SASH3	WGS	chrX_128912960_128914960	1	0.1345	0.5225
chrX	128977860	ZDHHC9	WGS	-1	ZDHHC9	WGS	chrX_128976860_128978860	0.964292	0.101	0.586
chrX	129040159	UTP14A	WGS	1	UTP14A	WGS	chrX_129039159_129041159	0.928125	0.205	0.4945
chrX	129139164	BCORL1	WGS	1	BCORL1	WGS	chrX_129138164_129140164	0.862458	0.32	0.477
chrX	129244470	ELF4	WGS	-1	ELF4	WGS	chrX_129243470_129245470	1	0.166	0.7235
chrX	129299861	AIFM1	WGS	-1	AIFM1	WGS	chrX_129298861_129300861	0.99825	0.165	0.517
chrX	129305623	RAB33A	WGS	1	RAB33A	WGS	chrX_129304623_129306623	1	0.025	0.6305
chrX	129402873	ZNF280C	WGS	-1	ZNF280C	WGS	chrX_129401873_129403873	0.905708	0.1205	0.51
chrX	129474026	SLC25A14	WGS	1	SLC25A14	WGS	chrX_129473026_129475026	0.933292	0.23	0.5355
chrX	129519511	GPR119	WGS	-1	GPR119	WGS	chrX_129518511_129520511	1	0	0.509
chrX	129535943	RBMX2	WGS	1	RBMX2	WGS	chrX_129534943_129536943	0.915792	0.31	0.505
chrX	130037208	ENOX2	WGS	-1	ENOX2	WGS	chrX_130036208_130038208	1	0.1625	0.4815
chrX	130192216	ARHGAP36	WGS	1	ARHGAP36	WGS	chrX_130191216_130193216	1	0.087	0.575
chrX	130423403	IGSF1	WGS	-1	IGSF1	WGS	chrX_130422403_130424403	0.9885	0.299	0.491
chrX	130677950	OR13H1	negativeControl	1	OR13H1	WGS	chrX_130676950_130678950	1	0.1435	0.4265
chrX	131157293	MST4	WGS	1	MST4	WGS	chrX_131156293_131158293	1	0	0.6015
chrX	131262048	FRMD7	WGS	-1	FRMD7	WGS	chrX_131261048_131263048	0.970542	0.2265	0.3355
chrX	131352152	RAP2C	WGS	-1	RAP2C	WGS	chrX_131351152_131353152	0.99775	0.0885	0.5915
chrX	131573718	MBNL3	WGS	-1	MBNL3	WGS	chrX_131572718_131574718	1	0.022	0.3575
chrX	132095423	HS6ST2	WGS	-1	HS6ST2	WGS	chrX_132094423_132096423	1	0.1005	0.4595
chrX	132231135	USP26	WGS	-1	USP26	WGS	chrX_132230135_132232135	0.9685	0.2315	0.453
chrX	132352376	TFDP3	WGS	-1	TFDP3	WGS	chrX_132351376_132353376	0.958292	0.168	0.502
chrX	132549518	GPC4	WGS	-1	GPC4	WGS	chrX_132548518_132550518	1	0.123	0.688
chrX	133119673	GPC3	WGS	-1	GPC3	WGS	chrX_133118673_133120673	1	0.071	0.618
chrX	133371077	CCDC160	WGS	1	CCDC160	WGS	chrX_133370077_133372077	0.912375	0.242	0.5525
chrX	133507342	PHF6	WGS	1	PHF6	WGS	chrX_133506342_133508342	1	0.218	0.495
chrX	133594183	HPRT1	WGS	1	HPRT1	WGS	chrX_133593183_133595183	0.928375	0.3185	0.5735
chrX	133792513	PLAC1	WGS	-1	PLAC1	WGS	chrX_133791513_133793513	0.989958	0.159	0.436
chrX	133930385	FAM122B	WGS	-1	FAM122B	WGS	chrX_133929385_133931385	1	0.2185	0.572
chrX	133941223	FAM122C	WGS	1	FAM122C	WGS	chrX_133940223_133942223	0.903542	0.188	0.4825
chrX	134049297	MOSPD1	WGS	-1	MOSPD1	WGS	chrX_134048297_134050297	0.915375	0.3905	0.5825
chrX	134124968	SMIM10	WGS	1	SMIM10	WGS	chrX_134123968_134125968	0.993417	0.2395	0.429
chrX	134156559	FAM127C	WGS	-1	FAM127C	WGS	chrX_134155559_134157559	0.927167	0.2385	0.537
chrX	134166333	FAM127A	WGS	1	FAM127A	WGS	chrX_134165333_134167333	0.93225	0.2155	0.559
chrX	134186205	FAM127B	WGS	-1	FAM127B	WGS	chrX_134185205_134187205	0.89975	0.071	0.5605
chrX	134305322	CT55	WGS	-1	CT55	WGS	chrX_134304322_134306322	0.99125	0.245	0.494
chrX	134478012	ZNF75D	WGS	-1	ZNF75D	WGS	chrX_134477012_134479012	1	0.1385	0.594
chrX	134478721	ZNF449	WGS	1	ZNF449	WGS	chrX_134477721_134479721	1	0.17	0.569
chrX	134654584	DDX26B	WGS	1	DDX26B	WGS	chrX_134653584_134655584	0.994708	0.1515	0.554
chrX	134847185	CT45A1	WGS	1	CT45A1	WGS	chrX_134846185_134848185	0.722208	0.517	0.53
chrX	134866214	CT45A2	negativeControl	1	CT45A2	WGS	chrX_134865214_134867214	0.145167	0.526	0.543
chrX	134883488	CT45A3	negativeControl	1	CT45A3	WGS	chrX_134882488_134884488	0.137917	0.5405	0.5435
chrX	134936735	CT45A4	WGS	-1	CT45A4	WGS	chrX_134935735_134937735	0.169417	0.541	0.542
chrX	134953994	CT45A5	WGS	-1	CT45A5	WGS	chrX_134952994_134954994	0.143875	0.541	0.5435
chrX	134971244	CT45A6	negativeControl	-1	CT45A6	WGS	chrX_134970244_134972244	0.473417	0.5625	0.5335
chrX	134975785	SAGE1	WGS	1	SAGE1	WGS	chrX_134974785_134976785	0.897792	0.676	0.4985
chrX	135056222	MMGT1	WGS	-1	MMGT1	WGS	chrX_135055222_135057222	0.986	0.318	0.598
chrX	135067627	SLC9A6	WGS	1	SLC9A6	WGS	chrX_135066627_135068627	1	0.017	0.537
chrX	135229559	FHL1	WGS	1	FHL1	WGS	chrX_135228559_135230559	1	0.3015	0.666
chrX	135333738	MAP7D3	WGS	-1	MAP7D3	WGS	chrX_135332738_135334738	0.914417	0.145	0.5875
chrX	135383122	GPR112	WGS	1	GPR112	WGS	chrX_135382122_135384122	0.406	0.8255	0.4555
chrX	135570046	BRS3	WGS	1	BRS3	WGS	chrX_135569046_135571046	0.8605	0.1525	0.4155
chrX	135579238	HTATSF1	WGS	1	HTATSF1	WGS	chrX_135578238_135580238	1	0.1825	0.5805
